title,cat,valeur
George100,mood,0
George100,period,0
George100,person,1
George100,top,0
Georges Benson,artist,1
Georges Benson,context,0
Georges Benson,event,0
Georges Benson,genre,0
Georges Benson,moment,0
Georges Benson,mood,0
Georges Benson,period,0
Georges Benson,person,0
Georges Benson,top,0
Ghibli,context,0
Ghibli,event,0
Ghibli,moment,0
Ghibli,mood,0
Ghibli,period,0
Ghibli,person,0
Ghibli,top,0
Gisela Joao,artist,1
Gisela Joao,context,0
Gisela Joao,event,0
Gisela Joao,genre,0
Gisela Joao,moment,0
Gisela Joao,mood,0
Gisela Joao,period,0
Gisela Joao,person,0
Gisela Joao,top,0
Giulini et la musique française (les années EMI),artist,1
Giulini et la musique française (les années EMI),context,0
Giulini et la musique française (les années EMI),event,0
Giulini et la musique française (les années EMI),genre,1
Giulini et la musique française (les années EMI),moment,0
Giulini et la musique française (les années EMI),mood,0
Giulini et la musique française (les années EMI),period,1
Giulini et la musique française (les années EMI),person,0
Giulini et la musique française (les années EMI),top,0
Gladys night,context,0
Gladys night,genre,0
Gladys night,moment,0
Gladys night,mood,0
Gladys night,period,0
Gladys night,person,0
Gladys night,top,0
Good Music,artist,0
Good Music,context,0
Good Music,event,0
Good Music,genre,0
Good Music,moment,0
Good Music,mood,0
Good Music,period,0
Good Music,person,0
Good Vib...,artist,0
Good Vib...,context,0
Good Vib...,event,0
Good Vib...,genre,0
Good Vib...,moment,0
Good Vib...,period,0
Good Vib...,person,0
Good Vib...,top,0
Good day - Yellow Claw,artist,1
Good day - Yellow Claw,context,0
Good day - Yellow Claw,event,0
Good day - Yellow Claw,genre,0
Good day - Yellow Claw,moment,0
Good day - Yellow Claw,mood,0
Good day - Yellow Claw,period,0
Good day - Yellow Claw,person,0
Good day - Yellow Claw,top,0
Goodbyes,artist,0
Goodbyes,context,0
Goodbyes,event,0
Goodbyes,genre,0
Goodbyes,moment,0
Goodbyes,mood,1
Goodbyes,period,0
Goodbyes,person,0
Goodbyes,top,0
Gorillaz: The Setlist,artist,1
Gorillaz: The Setlist,context,0
Gorillaz: The Setlist,genre,0
Gorillaz: The Setlist,moment,0
Gorillaz: The Setlist,mood,0
Gorillaz: The Setlist,period,0
Gorillaz: The Setlist,person,0
Gorillaz: The Setlist,top,0
Gova 😎,artist,0
Gova 😎,context,1
Gova 😎,event,0
Gova 😎,genre,0
Gova 😎,moment,0
Gova 😎,period,0
Gova 😎,person,0
Gova 😎,top,0
Gran Bang,context,0
Gran Bang,event,0
Gran Bang,genre,0
Gran Bang,moment,0
Gran Bang,mood,0
Gran Bang,period,0
Gran Bang,person,0
Gran Bang,top,0
Gros loto,artist,0
Gros loto,context,0
Gros loto,event,0
Gros loto,genre,0
Gros loto,moment,0
Gros loto,mood,0
Gros loto,period,0
Gros loto,person,0
Gros loto,top,0
Guitar Hero III,context,0
Guitar Hero III,event,0
Guitar Hero III,moment,0
Guitar Hero III,mood,0
Guitar Hero III,period,0
Guitar Hero III,person,0
Guitar Hero III,top,0
Gwada 2k22-23,artist,0
Gwada 2k22-23,context,0
Gwada 2k22-23,genre,0
Gwada 2k22-23,mood,0
Gwada 2k22-23,period,0
Gwada 2k22-23,person,0
Gwada 2k22-23,top,0
H@ppy,artist,0
H@ppy,context,0
H@ppy,event,0
H@ppy,genre,0
H@ppy,moment,0
H@ppy,mood,1
H@ppy,period,0
H@ppy,person,0
H@ppy,top,0
HART Beth 2022 A Tribute to Led Zeppelin,artist,1
HART Beth 2022 A Tribute to Led Zeppelin,context,0
HART Beth 2022 A Tribute to Led Zeppelin,genre,0
HART Beth 2022 A Tribute to Led Zeppelin,moment,0
HART Beth 2022 A Tribute to Led Zeppelin,mood,0
HART Beth 2022 A Tribute to Led Zeppelin,period,0
HART Beth 2022 A Tribute to Led Zeppelin,person,0
HART Beth 2022 A Tribute to Led Zeppelin,top,0
HB Thiéfaine,context,0
HB Thiéfaine,genre,0
HB Thiéfaine,moment,0
HB Thiéfaine,mood,0
HB Thiéfaine,period,0
HB Thiéfaine,top,0
HG,artist,0
HG,context,0
HG,event,0
HG,genre,0
HG,moment,0
HG,mood,0
HG,period,0
HG,top,0
"HITS 2018 "" vol 2 """,artist,0
"HITS 2018 "" vol 2 """,context,0
"HITS 2018 "" vol 2 """,event,0
"HITS 2018 "" vol 2 """,genre,0
"HITS 2018 "" vol 2 """,moment,1
"HITS 2018 "" vol 2 """,mood,0
"HITS 2018 "" vol 2 """,period,0
"HITS 2018 "" vol 2 """,person,0
Halloween 👻 🎃,artist,0
Halloween 👻 🎃,context,0
Halloween 👻 🎃,event,1
Halloween 👻 🎃,genre,0
Halloween 👻 🎃,moment,0
Halloween 👻 🎃,mood,0
Halloween 👻 🎃,period,0
Halloween 👻 🎃,person,0
Halloween 👻 🎃,top,0
Hard core & Gore,artist,0
Hard core & Gore,context,0
Hard core & Gore,event,0
Hard core & Gore,genre,1
Hard core & Gore,moment,0
Hard core & Gore,mood,0
Hard core & Gore,period,0
Hard core & Gore,person,0
Hard core & Gore,top,0
Hasard Heureux,artist,0
Hasard Heureux,context,0
Hasard Heureux,event,0
Hasard Heureux,genre,0
Hasard Heureux,moment,0
Hasard Heureux,period,0
Hasard Heureux,person,0
Hasard Heureux,top,0
Healing music for soul,artist,0
Healing music for soul,context,0
Healing music for soul,event,0
Healing music for soul,genre,0
Healing music for soul,moment,0
Healing music for soul,mood,1
Healing music for soul,period,0
Healing music for soul,person,0
Healing music for soul,top,0
Heike,artist,0
Heike,context,0
Heike,event,0
Heike,genre,0
Heike,moment,0
Heike,mood,0
Heike,period,0
Heike,person,1
Heike,top,0
Hit Hard,artist,0
Hit Hard,context,0
Hit Hard,event,0
Hit Hard,genre,0
Hit Hard,moment,0
Hit Hard,period,0
Hit Hard,person,0
Hit Hard,top,0
Hit girls,artist,0
Hit girls,context,0
Hit girls,event,0
Hit girls,moment,0
Hit girls,mood,0
Hit girls,period,0
Hit girls,person,0
Hit girls,top,0
Hot Reggaeton Latino,artist,0
Hot Reggaeton Latino,context,0
Hot Reggaeton Latino,event,0
Hot Reggaeton Latino,genre,1
Hot Reggaeton Latino,moment,0
Hot Reggaeton Latino,period,0
Hot Reggaeton Latino,person,0
Hot Reggaeton Latino,top,0
House FrenchTouch,artist,0
House FrenchTouch,context,0
House FrenchTouch,event,0
House FrenchTouch,genre,1
House FrenchTouch,moment,0
House FrenchTouch,mood,0
House FrenchTouch,period,0
House FrenchTouch,person,0
House FrenchTouch,top,0
Hérisson,artist,0
Hérisson,context,0
Hérisson,event,0
Hérisson,genre,0
Hérisson,moment,0
Hérisson,mood,0
Hérisson,period,0
Hérisson,person,0
Hérisson,top,0
I Guess I'll have to Change my Plan,context,0
I Guess I'll have to Change my Plan,event,0
I Guess I'll have to Change my Plan,genre,0
I Guess I'll have to Change my Plan,moment,0
I Guess I'll have to Change my Plan,period,0
I Guess I'll have to Change my Plan,person,0
I Guess I'll have to Change my Plan,top,0
I Just Need Sun,artist,0
I Just Need Sun,context,0
I Just Need Sun,event,0
I Just Need Sun,genre,0
I Just Need Sun,moment,0
I Just Need Sun,mood,1
I Just Need Sun,period,0
I Just Need Sun,person,0
I Just Need Sun,top,0
INCLASSABLES,artist,0
INCLASSABLES,context,0
INCLASSABLES,event,0
INCLASSABLES,genre,0
INCLASSABLES,moment,0
INCLASSABLES,mood,0
INCLASSABLES,period,0
INCLASSABLES,person,0
INCLASSABLES,top,0
Ibiza,artist,0
Ibiza,mood,0
Ibiza,period,0
Ibiza,person,0
Ibiza,top,0
Il va faire tout noir,artist,0
Il va faire tout noir,event,0
Il va faire tout noir,genre,0
Il va faire tout noir,moment,0
Il va faire tout noir,mood,0
Il va faire tout noir,period,0
Il va faire tout noir,person,0
Il va faire tout noir,top,0
Ils ont osé,artist,0
Ils ont osé,context,0
Ils ont osé,event,0
Ils ont osé,moment,0
Ils ont osé,mood,0
Ils ont osé,period,0
Ils ont osé,person,0
Ils ont osé,top,0
Injustement oubliés,artist,0
Injustement oubliés,context,0
Injustement oubliés,event,0
Injustement oubliés,genre,0
Injustement oubliés,mood,0
Injustement oubliés,person,0
Injustement oubliés,top,0
Inspirate : Sabine,artist,0
Inspirate : Sabine,context,0
Inspirate : Sabine,event,0
Inspirate : Sabine,genre,0
Inspirate : Sabine,moment,0
Inspirate : Sabine,mood,0
Inspirate : Sabine,period,0
Inspirate : Sabine,person,1
Inspirate : Sabine,top,0
Iron maiden la defense arena 2022,artist,1
Iron maiden la defense arena 2022,context,0
Iron maiden la defense arena 2022,event,1
Iron maiden la defense arena 2022,genre,0
Iron maiden la defense arena 2022,mood,0
Iron maiden la defense arena 2022,period,0
Iron maiden la defense arena 2022,person,0
Iron maiden la defense arena 2022,top,0
I’m so tired,artist,0
I’m so tired,context,0
I’m so tired,event,0
I’m so tired,genre,0
I’m so tired,moment,0
I’m so tired,mood,1
I’m so tired,period,0
I’m so tired,person,0
I’m so tired,top,0
JI MOB,artist,1
JI MOB,context,0
JI MOB,event,0
JI MOB,genre,0
JI MOB,moment,0
JI MOB,mood,0
JI MOB,period,0
JI MOB,person,0
JI MOB,top,0
JJ,context,0
JJ,event,0
JJ,genre,0
JJ,moment,0
JJ,mood,0
JJ,period,0
JJ,person,0
JJ,top,0
JJG,artist,1
JJG,context,0
JJG,event,0
JJG,genre,0
JJG,moment,0
JJG,mood,0
JJG,period,0
JJG,person,0
JJG,top,0
JUL a l’encienne,artist,1
JUL a l’encienne,context,0
JUL a l’encienne,event,0
JUL a l’encienne,genre,0
JUL a l’encienne,moment,0
JUL a l’encienne,mood,0
JUL a l’encienne,person,0
JUL a l’encienne,top,0
JUSTIN BIEBER,artist,1
JUSTIN BIEBER,context,0
JUSTIN BIEBER,event,0
JUSTIN BIEBER,genre,0
JUSTIN BIEBER,moment,0
JUSTIN BIEBER,mood,0
JUSTIN BIEBER,period,0
JUSTIN BIEBER,person,0
JUSTIN BIEBER,top,0
Jami 🤙🏻,artist,0
Jami 🤙🏻,context,0
Jami 🤙🏻,event,0
Jami 🤙🏻,genre,0
Jami 🤙🏻,moment,0
Jami 🤙🏻,mood,0
Jami 🤙🏻,period,0
Jami 🤙🏻,person,1
Jami 🤙🏻,top,0
janvier 2,artist,0
janvier 2,context,0
janvier 2,genre,0
janvier 2,mood,0
janvier 2,period,0
janvier 2,person,0
janvier 2,top,0
Jason Derulo,artist,1
Jason Derulo,context,0
Jason Derulo,event,0
Jason Derulo,genre,0
Jason Derulo,moment,0
Jason Derulo,mood,0
Jason Derulo,period,0
Jason Derulo,person,0
Jason Derulo,top,0
Jazz Made In France,artist,0
Jazz Made In France,context,0
Jazz Made In France,event,0
Jazz Made In France,genre,1
Jazz Made In France,moment,0
Jazz Made In France,mood,0
Jazz Made In France,period,0
Jazz Made In France,person,0
Jazz Made In France,top,0
Jc Vannier,artist,1
Jc Vannier,context,0
Jc Vannier,event,0
Jc Vannier,genre,0
Jc Vannier,moment,0
Jc Vannier,mood,0
Jc Vannier,period,0
Jc Vannier,person,0
Jc Vannier,top,0
Jean-Bernard,artist,0
Jean-Bernard,context,0
Jean-Bernard,event,0
Jean-Bernard,genre,0
Jean-Bernard,moment,0
Jean-Bernard,mood,0
Jean-Bernard,period,0
Jean-Bernard,top,0
Joe Dukie,artist,1
Joe Dukie,context,0
Joe Dukie,event,0
Joe Dukie,genre,0
Joe Dukie,moment,0
Joe Dukie,mood,0
Joe Dukie,period,0
Joe Dukie,person,0
Joe Dukie,top,0
Johann Sebastian Bach,artist,1
Johann Sebastian Bach,context,0
Johann Sebastian Bach,event,0
Johann Sebastian Bach,genre,0
Johann Sebastian Bach,moment,0
Johann Sebastian Bach,mood,0
Johann Sebastian Bach,period,0
Johann Sebastian Bach,person,0
Johann Sebastian Bach,top,0
Johnny Colon,artist,1
Johnny Colon,context,0
Johnny Colon,event,0
Johnny Colon,genre,0
Johnny Colon,moment,0
Johnny Colon,mood,0
Johnny Colon,period,0
Johnny Colon,person,0
Johnny Colon,top,0
Joie de vivre,artist,0
Joie de vivre,context,0
Joie de vivre,event,0
Joie de vivre,genre,0
Joie de vivre,moment,0
Joie de vivre,mood,1
Joie de vivre,period,0
Joie de vivre,person,0
Joie de vivre,top,0
Join The Future : UK Bleep,artist,0
Join The Future : UK Bleep,context,0
Join The Future : UK Bleep,event,0
Join The Future : UK Bleep,genre,1
Join The Future : UK Bleep,moment,0
Join The Future : UK Bleep,mood,0
Join The Future : UK Bleep,person,0
Join The Future : UK Bleep,top,0
Joshua’s drill,artist,0
Joshua’s drill,context,0
Joshua’s drill,event,0
Joshua’s drill,moment,0
Joshua’s drill,mood,0
Joshua’s drill,period,0
Joshua’s drill,top,0
Journée d’été,artist,0
Journée d’été,context,1
Journée d’été,event,0
Journée d’été,genre,0
Journée d’été,moment,0
Journée d’été,period,0
Journée d’été,person,0
Journée d’été,top,0
Just Songs.,artist,0
Just Songs.,context,0
Just Songs.,event,0
Just Songs.,moment,0
Just Songs.,mood,0
Just Songs.,period,0
Just Songs.,person,0
Just Songs.,top,0
K-POP 2,artist,0
K-POP 2,context,0
K-POP 2,event,0
K-POP 2,genre,1
K-POP 2,moment,0
K-POP 2,mood,0
K-POP 2,period,0
K-POP 2,person,0
K-POP 2,top,0
KABYLE,artist,0
KABYLE,context,0
KABYLE,event,0
KABYLE,genre,1
KABYLE,moment,0
KABYLE,mood,0
KABYLE,period,0
KABYLE,person,0
KABYLE,top,0
KEYS Alicia,artist,1
KEYS Alicia,context,0
KEYS Alicia,event,0
KEYS Alicia,genre,0
KEYS Alicia,moment,0
KEYS Alicia,mood,0
KEYS Alicia,period,0
KEYS Alicia,person,0
KEYS Alicia,top,0
Kelly Clarkson,artist,1
Kelly Clarkson,context,0
Kelly Clarkson,event,0
Kelly Clarkson,genre,0
Kelly Clarkson,moment,0
Kelly Clarkson,mood,0
Kelly Clarkson,period,0
Kelly Clarkson,person,0
Kelly Clarkson,top,0
Key Largo,context,0
Key Largo,genre,0
Key Largo,moment,0
Key Largo,mood,0
Key Largo,period,0
Key Largo,person,0
Key Largo,top,0
Kidz,artist,0
Kidz,context,0
Kidz,event,0
Kidz,genre,1
Kidz,moment,0
Kidz,mood,0
Kidz,period,0
Kidz,top,0
Konbini,artist,0
Konbini,context,0
Konbini,event,0
Konbini,genre,0
Konbini,moment,0
Konbini,mood,0
Konbini,period,0
Konbini,person,0
Konbini,top,0
Kult FM,context,0
Kult FM,event,0
Kult FM,genre,0
Kult FM,moment,0
Kult FM,mood,0
Kult FM,period,0
Kult FM,person,0
Kult FM,top,0
Kundalove,context,0
Kundalove,event,0
Kundalove,genre,0
Kundalove,moment,0
Kundalove,period,0
Kundalove,person,0
Kundalove,top,0
Kylie Impossible Princess,artist,1
Kylie Impossible Princess,context,0
Kylie Impossible Princess,event,0
Kylie Impossible Princess,genre,0
Kylie Impossible Princess,moment,0
Kylie Impossible Princess,mood,0
Kylie Impossible Princess,period,0
Kylie Impossible Princess,person,0
Kylie Impossible Princess,top,0
Kylie Minogue : Step Back In Time - The Definitive,artist,1
Kylie Minogue : Step Back In Time - The Definitive,context,0
Kylie Minogue : Step Back In Time - The Definitive,event,0
Kylie Minogue : Step Back In Time - The Definitive,genre,0
Kylie Minogue : Step Back In Time - The Definitive,moment,0
Kylie Minogue : Step Back In Time - The Definitive,mood,0
Kylie Minogue : Step Back In Time - The Definitive,period,0
Kylie Minogue : Step Back In Time - The Definitive,person,0
Kylie Minogue : Step Back In Time - The Definitive,top,0
LADY GAGA,artist,1
LADY GAGA,context,0
LADY GAGA,event,0
LADY GAGA,genre,0
LADY GAGA,moment,0
LADY GAGA,mood,0
LADY GAGA,period,0
LADY GAGA,person,0
LADY GAGA,top,0
LBDL,context,0
LBDL,event,0
LBDL,genre,0
LBDL,moment,0
LBDL,mood,0
LBDL,period,0
LBDL,person,0
LBDL,top,0
La Princesse <3,artist,0
La Princesse <3,context,0
La Princesse <3,event,0
La Princesse <3,genre,0
La Princesse <3,moment,0
La Princesse <3,mood,0
La Princesse <3,period,0
La Princesse <3,person,1
La Princesse <3,top,0
La rue ketanou,artist,1
La rue ketanou,context,0
La rue ketanou,event,0
La rue ketanou,genre,0
La rue ketanou,moment,0
La rue ketanou,mood,0
La rue ketanou,period,0
La rue ketanou,person,0
La rue ketanou,top,0
La sélec,artist,0
La sélec,context,0
La sélec,event,0
La sélec,genre,0
La sélec,moment,0
La sélec,mood,0
La sélec,period,0
La sélec,person,0
La vie de Beethoven,artist,1
La vie de Beethoven,context,0
La vie de Beethoven,event,0
La vie de Beethoven,genre,0
La vie de Beethoven,moment,0
La vie de Beethoven,mood,0
La vie de Beethoven,period,0
La vie de Beethoven,person,0
La vie de Beethoven,top,0
Laeti,context,0
Laeti,event,0
Laeti,genre,0
Laeti,moment,0
Laeti,mood,0
Laeti,period,0
Laeti,top,0
Lakestone chap16,artist,0
Lakestone chap16,context,0
Lakestone chap16,genre,0
Lakestone chap16,moment,0
Lakestone chap16,mood,0
Lakestone chap16,period,0
Lakestone chap16,person,0
Lakestone chap16,top,0
Laptiteden,context,0
Laptiteden,event,0
Laptiteden,genre,0
Laptiteden,moment,0
Laptiteden,mood,0
Laptiteden,period,0
Laptiteden,person,0
Laptiteden,top,0
Latinos locos,artist,0
Latinos locos,context,0
Latinos locos,event,0
Latinos locos,genre,1
Latinos locos,moment,0
Latinos locos,mood,0
Latinos locos,period,0
Latinos locos,person,0
Latinos locos,top,0
Laulau2,artist,0
Laulau2,context,0
Laulau2,event,0
Laulau2,genre,0
Laulau2,moment,0
Laulau2,mood,0
Laulau2,period,0
Laulau2,person,1
Laulau2,top,0
Laura❤️,artist,0
Laura❤️,context,0
Laura❤️,event,0
Laura❤️,genre,0
Laura❤️,moment,0
Laura❤️,mood,0
Laura❤️,period,0
Laura❤️,person,1
Laura❤️,top,0
Lele,artist,0
Lele,context,0
Lele,event,0
Lele,genre,0
Lele,moment,0
Lele,mood,0
Lele,period,0
Lele,person,1
Lele,top,0
Leny Escudéro,artist,1
Leny Escudéro,context,0
Leny Escudéro,event,0
Leny Escudéro,genre,0
Leny Escudéro,moment,0
Leny Escudéro,mood,0
Leny Escudéro,period,0
Leny Escudéro,person,0
Leny Escudéro,top,0
Les chansons de lean-Mi,artist,0
Les chansons de lean-Mi,context,0
Les chansons de lean-Mi,event,0
Les chansons de lean-Mi,genre,0
Les chansons de lean-Mi,moment,0
Les chansons de lean-Mi,mood,0
Les chansons de lean-Mi,period,0
Les chansons de lean-Mi,person,1
Les chansons de lean-Mi,top,0
Les poètes,artist,0
Les poètes,context,0
Les poètes,event,0
Les poètes,moment,0
Les poètes,mood,0
Les poètes,period,0
Les poètes,person,0
Les poètes,top,0
Les titres du moment 19/08/21,artist,0
Les titres du moment 19/08/21,context,0
Les titres du moment 19/08/21,genre,0
Les titres du moment 19/08/21,mood,0
Les titres du moment 19/08/21,period,0
Les titres du moment 19/08/21,person,0
Les voyages en train,artist,0
Les voyages en train,context,1
Les voyages en train,event,0
Les voyages en train,genre,0
Les voyages en train,moment,0
Les voyages en train,mood,0
Les voyages en train,period,0
Les voyages en train,person,0
Les voyages en train,top,0
Let’s Get Spooky,artist,0
Let’s Get Spooky,context,0
Let’s Get Spooky,event,0
Let’s Get Spooky,genre,0
Let’s Get Spooky,moment,0
Let’s Get Spooky,period,0
Let’s Get Spooky,person,0
Let’s Get Spooky,top,0
Lewis & Clark,artist,0
Lewis & Clark,event,0
Lewis & Clark,genre,0
Lewis & Clark,moment,0
Lewis & Clark,mood,0
Lewis & Clark,period,0
Lewis & Clark,person,0
Lewis & Clark,top,0
Lewis capaldi,artist,1
Lewis capaldi,context,0
Lewis capaldi,event,0
Lewis capaldi,genre,0
Lewis capaldi,moment,0
Lewis capaldi,mood,0
Lewis capaldi,period,0
Lewis capaldi,person,0
Lewis capaldi,top,0
Lisa,artist,0
Lisa,context,0
Lisa,event,0
Lisa,genre,0
Lisa,moment,0
Lisa,mood,0
Lisa,period,0
Lisa,person,1
Lisa,top,0
Little mix,context,0
Little mix,event,0
Little mix,genre,0
Little mix,moment,0
Little mix,mood,0
Little mix,period,0
Little mix,person,0
Little mix,top,0
Logan,artist,0
Logan,context,0
Logan,event,0
Logan,genre,0
Logan,moment,0
Logan,mood,0
Logan,period,0
Logan,person,1
Logan,top,0
Los Venites,context,0
Los Venites,event,0
Los Venites,moment,0
Los Venites,mood,0
Los Venites,period,0
Los Venites,person,0
Los Venites,top,0
Louise et Mickey,artist,0
Louise et Mickey,context,0
Louise et Mickey,event,1
Louise et Mickey,genre,0
Louise et Mickey,moment,0
Louise et Mickey,mood,0
Louise et Mickey,period,0
Louise et Mickey,person,1
Louise et Mickey,top,0
Louis🥰,artist,0
Louis🥰,context,0
Louis🥰,event,0
Louis🥰,genre,0
Louis🥰,moment,0
Louis🥰,mood,0
Louis🥰,period,0
Louis🥰,person,1
Louis🥰,top,0
Love to you Muisix 🥃📼🎶💜,artist,0
Love to you Muisix 🥃📼🎶💜,context,0
Love to you Muisix 🥃📼🎶💜,event,0
Love to you Muisix 🥃📼🎶💜,genre,0
Love to you Muisix 🥃📼🎶💜,moment,0
Love to you Muisix 🥃📼🎶💜,period,0
Love to you Muisix 🥃📼🎶💜,person,0
Love to you Muisix 🥃📼🎶💜,top,0
Love 🥰,artist,0
Love 🥰,context,0
Love 🥰,event,0
Love 🥰,genre,0
Love 🥰,moment,0
Love 🥰,mood,1
Love 🥰,period,0
Love 🥰,person,0
LoveSongs,artist,0
LoveSongs,context,0
LoveSongs,event,0
LoveSongs,moment,0
LoveSongs,mood,1
LoveSongs,period,0
LoveSongs,person,0
LoveSongs,top,0
Légendes du Rock,artist,0
Légendes du Rock,context,0
